"id","response_id","respondent_id","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02","originality","utility","surprise","human","semdis"
165,2022040165,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","fork","Use it as a hairpin or hair tie",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.670312523841858
166,2022040166,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","fork","Turn it into a miniature shovel for potted plants",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.619804084300995
167,2022040167,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","fork","Stick it in the ground to mark your spot in a park",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.665439933538437
168,2022040168,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
169,2022040169,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","fork","pick up small items like rice or beans",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.635496735572815
170,2022040170,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","fork","apply makeup such as lip gloss or mascara",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.772387057542801
171,2022040171,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","fork","clean dirt and grime out of small crevices and corners",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.673707783222198
172,2022040172,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","fork","fork",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0
173,2022040173,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw","fork","eat food",1,5,1,1,5,1,1,5,1,"GPT-3",0.721214264631271
174,2022040174,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw","fork","hold food while cutting it with a knife",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.579380303621292
175,2022040175,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw","fork","spear food",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.627581864595413
176,2022040176,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw","fork","pick up food that has fallen on the floor",1,5,1,1,5,1,1,5,1,"GPT-3",0.698201686143875
177,2022040177,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
179,2022040179,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
180,2022040180,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS","fork","comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.751359164714813
181,2022040181,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS","fork","toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.547669321298599
182,2022040182,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS","fork","scrape dirt off your shoes",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.573842734098434
183,2022040183,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS","fork","pick up small objects like paperclips or beads",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.663544535636902
184,2022040184,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS","fork","fork",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0
185,2022040185,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6","fork","toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.547669321298599
186,2022040186,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6","fork","make small holes in fabric so that you can thread ribbon or string through it to create decorations",3,4,2,NA,NA,NA,3,4,2,"GPT-3",0.664441525936127
187,2022040187,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6","fork","makeshift chopsticks when eating rice or noodles",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.584947139024734
188,2022040188,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6","fork","play the steel pan drums",3,5,2,NA,NA,NA,3,5,2,"GPT-3",0.574479550123215
190,2022040190,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","fork","hairpin",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.756576910614967
191,2022040191,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","fork","toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.547669321298599
192,2022040192,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","fork","remove splinters",2,3,2,NA,NA,NA,2,3,2,"GPT-3",0.696189433336258
193,2022040193,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","fork","clean under your fingernails",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.694816380739212
194,2022040194,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","fork","can double as a chopstick holder.",2,4,2,2,5,2,2,4,2,"GPT-3",0.57225227355957
195,2022040195,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","fork","Use the tines of a fork",1,4,1,NA,NA,NA,1,4,1,"GPT-3",0.322251975536346
196,2022040196,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","fork","Use a fork to eat soup without making a mess",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.483836889266968
197,2022040197,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","fork","Use a fork to eat spaghetti without making a mess",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.470118165016174
198,2022040198,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","fork","Use a fork to eat salad without making a mess",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.475731134414673
199,2022040199,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","fork","Use a fork as a makeshift spoon if you don't have one handy",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.519730865955353
200,2022040200,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","fork","use two forks stuck together tine-side out to make impromptu chopsticks",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.454265296459198
201,2022040201,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","fork","Eat like a king or queen with your very own fork!",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.56803086400032
202,2022040202,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","fork","Use it as a bookmark!",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.728898555040359
203,2022040203,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","fork","Give your pet cat or dog a bath with the help of your trusty fork",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.607323408126831
204,2022040204,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","fork","Get rid of pesky bugs in your home by shooing them away with a fork",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.615621626377106
206,2022040206,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Using a fork to eat spaghetti instead of a spoon",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.400129556655884
207,2022040207,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Using a fork to apply makeup instead of a brush",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.511188447475433
208,2022040208,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Using a fork as a backscratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.443969309329987
209,2022040209,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Using a fork to play the violin",4,2,3,NA,NA,NA,4,2,3,"GPT-3",0.495215952396393
210,2022040210,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Using a fork to open bottles or cans",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.470279335975647
211,2022040211,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Using forks as chopsticks",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.325660705566406
212,2022040212,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","fork","Creating art with",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.839002594351768
213,2022040213,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
214,2022040214,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","fork","play the xylophone",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.818405956029892
215,2022040215,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","fork","toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.547669321298599
216,2022040216,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","fork","If you put a rubber band around the tines of a fork it becomes a mini-trampoline for ants or other small insects",5,2,5,NA,NA,NA,5,2,5,"GPT-3",0.543252557516098
218,2022040218,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
219,2022040219,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa","fork","pick up food that is out of reach",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.690727144479752
220,2022040220,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa","fork","comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.751359164714813
221,2022040221,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa","fork","apply makeup",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.880606055259705
222,2022040222,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa","fork","toothpick",2,4,2,3,4,2,2,4,2,"GPT-3",0.547669321298599
224,2022040224,"cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd","fork","Use a fork to eat food off of a plate",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.464694082736969
225,2022040225,"cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd","fork","Stick a fork in a electrical outlet to see if it is still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.560017257928848
226,2022040226,"cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd","fork","Use a fork as a back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.459109902381897
227,2022040227,"cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd","fork","Hold a fork up to the light to see if it is bent",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.535497784614563
228,2022040228,"cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd","fork","Try to balance a fork on its end",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.480096817016602
230,2022040230,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79","fork","Use a fork to play the xylophone",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.471289575099945
231,2022040231,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79","fork","Use a fork as a back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.459109902381897
232,2022040232,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79","fork","Use a fork to measure ingredients when cooking",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.466856777667999
233,2022040233,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79","fork","Use a fork as a toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.367766082286835
234,2022040234,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79","fork","Curl your hair with a fork",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.469748258590698
235,2022040235,"cmpl-4zra4atJ3XarPjkJspnVq87V10M79","fork","Make music with forks and spoons by banging them together or on surfaces like tables and",3,5,2,3,5,3,3,5,2,"GPT-3",0.581708669662476
236,2022040236,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","fork","Use a fork to curl your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.48100209236145
237,2022040237,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","fork","Use a fork to apply makeup",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.481339991092682
238,2022040238,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","fork","Use a fork to eat ice cream",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.443344593048096
239,2022040239,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","fork","Use a fork to clean your teeth",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.431928753852844
240,2022040240,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","fork","Use a fork to brush your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.454789340496063
241,2022040241,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4","fork","Use a fork to pick up food that's fallen on the floor",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.554923087358475
243,2022040243,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","fork","Use a fork to eat a cupcake without getting your hands messy",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.508176863193512
244,2022040244,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","fork","Stick a fork in an electrical outlet to see if it's still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.568961322307587
245,2022040245,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","fork","Use a fork to comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.473223924636841
246,2022040246,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","fork","Use a fork as a toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.367766082286835
247,2022040247,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","fork","Stick a fork in the ground to mark your spot in line",2,5,3,NA,NA,NA,2,5,3,"GPT-3",0.541554600000381
248,2022040248,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay","fork","Use a fork",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.261934041976929
249,2022040249,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","fork","Fork art: Create fun designs and shapes using a fork as your paintbrush!",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.484475791454315
250,2022040250,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","fork","Use a fork to curl your hair, no curlers necessary!",2,4,2,4,4,4,2,4,2,"GPT-3",0.551699846982956
251,2022040251,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","fork","Make music with your fork: tap it against different surfaces to create unique sounds",3,5,2,NA,NA,NA,3,5,2,"GPT-3",0.602818816900253
252,2022040252,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP","fork","Keep your drink cold by freezing a few forks and adding them to your glass",4,4,5,NA,NA,NA,4,4,5,"GPT-3",0.591212302446365
254,2022040254,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","fork","Use a fork to eat soup instead of a spoon",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.416180014610291
255,2022040255,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","fork","Use a fork to apply makeup instead of a brush",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.510142803192139
256,2022040256,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","fork","Use a fork as a toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.367766082286835
257,2022040257,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","fork","Use a fork to scratch an itch you can't reach",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.52741277217865
258,2022040258,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1","fork","Use a fork to play the piano (if the keys are big enough!)",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.597751945257187
260,2022040260,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","fork","Eat cereal with a fork instead of a spoon",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.420790135860443
261,2022040261,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","fork","Use a fork to play fetch with your dog",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.524583071470261
262,2022040262,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","fork","Use a fork as a bookmark in your favorite book",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.582245767116547
263,2022040263,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","fork","Keep track of your keys by hanging them on a fork",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.550889104604721
264,2022040264,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","fork","Use a fork to open up tightly sealed jars",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.437517821788788
265,2022040265,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS","fork","Sift flour by using a fork instead",2,4,3,NA,NA,NA,2,4,3,"GPT-3",0.411401152610779
266,2022040266,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","fork","Use a fork to eat soup instead of a spoon",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.416180014610291
267,2022040267,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","fork","Use a fork to play the piano",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.512126922607422
268,2022040268,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","fork","Use a fork to brush your teeth",4,2,3,NA,NA,NA,4,2,3,"GPT-3",0.399008810520172
269,2022040269,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","fork","Use a fork to comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.473223924636841
270,2022040270,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","fork","Use a fork as a bookmark in your book",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.559497445821762
271,2022040271,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","fork","Stick forks in the ground to make a garden fence or trellis for climbing",3,2,2,NA,NA,NA,3,2,2,"GPT-3",0.528689503669739
272,2022040272,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","fork","Use a fork to curl your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.48100209236145
273,2022040273,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","fork","Use a fork to eat soup without getting your hands dirty.",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.504859209060669
275,2022040275,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","fork","Hold a fork by the tines and use the handle to hammer in nails",3,2,2,NA,NA,NA,3,2,2,"GPT-3",0.460408389568329
276,2022040276,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","fork","Place a fork in between the door and door",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.556029796600342
277,2022040277,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","fork","eat food",1,5,1,1,5,1,1,5,1,"GPT-3",0.721214264631271
278,2022040278,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","fork","utensil to cook food",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.562134683132172
279,2022040279,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","fork","serve food",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.714287430047989
280,2022040280,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","fork","tool to eat difficult foods such as lobster or steak",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.630836457014084
281,2022040281,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP","fork","play musical instruments such as the violin or",4,2,3,NA,NA,NA,4,2,3,"GPT-3",0.817646443843842
282,2022040282,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Eating soup",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.691036462783813
283,2022040283,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Holding up a table",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.65805384516716
284,2022040284,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Using as a hairbrush",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.723866432905197
285,2022040285,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Wearing as a necklace",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.755500942468643
286,2022040286,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Building a fort",3,2,2,NA,NA,NA,3,2,2,"GPT-3",0.780767425894737
287,2022040287,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Pretending to be a telephone",3,4,2,NA,NA,NA,3,4,2,"GPT-3",0.759421899914742
288,2022040288,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Using as chopsticks",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.587919354438782
289,2022040289,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Making music with it",3,4,2,NA,NA,NA,3,4,2,"GPT-3",0.769217178225517
290,2022040290,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX","fork","Digging in the sand",2,3,2,NA,NA,NA,2,3,2,"GPT-3",0.686952143907547
291,2022040291,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","fork","hairpin",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.756576910614967
292,2022040292,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","fork","eat soup",2,3,2,NA,NA,NA,2,3,2,"GPT-3",0.665251761674881
293,2022040293,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
294,2022040294,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","fork","pick up food that has fallen on the floor",1,5,1,1,5,1,1,5,1,"GPT-3",0.698201686143875
295,2022040295,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV","fork","play the piano",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.851796597242355
297,2022040297,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","fork","Use a fork to eat soup",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.39484053850174
298,2022040298,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","fork","Stick a fork in a piece of fruit to eat it",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.491542518138885
299,2022040299,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","fork","Use a fork as a spoon when eating cereal or yogurt",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.460081517696381
300,2022040300,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","fork","Hold a fork like chopsticks to eat rice or noodles",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.429868578910828
301,2022040301,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","fork","Stick a fork in your hair to hold it back while you're cooking",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.548487633466721
302,2022040302,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3","fork","Use a fork",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.261934041976929
303,2022040303,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","fork","Use a fork to comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.473223924636841
304,2022040304,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","fork","Use a fork to apply makeup",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.481339991092682
305,2022040305,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","fork","Use a fork as a toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.367766082286835
306,2022040306,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","fork","Stick a fork in an electrical outlet to see if it's still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.568961322307587
307,2022040307,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj","fork","Hold a fork by the tines and use the handle as a drumstick",3,4,2,NA,NA,NA,3,4,2,"GPT-3",0.443568050861359
309,2022040309,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","fork","Use a fork to fluff up your hair for a quick and easy hairstyle",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.567482948303223
310,2022040310,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","fork","Stick a fork in an electrical outlet to see if it's still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.568961322307587
311,2022040311,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","fork","Use a fork as a bookmark in your favorite book",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.582245767116547
312,2022040312,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","fork","Straighten out a bent fork with another fork",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.267821550369263
313,2022040313,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","fork","Curl your lashes with a cleanfork tine for",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.648889750242233
314,2022040314,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
315,2022040315,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","fork","toothpick",2,4,2,3,4,2,2,4,2,"GPT-3",0.547669321298599
316,2022040316,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","fork","remove splinters",2,3,2,NA,NA,NA,2,3,2,"GPT-3",0.696189433336258
317,2022040317,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","fork","apply makeup",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.880606055259705
318,2022040318,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","fork","comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.751359164714813
319,2022040319,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","fork","open bottles and cans",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.718021541833878
320,2022040320,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Drive nails into wood",3,2,2,NA,NA,NA,3,2,2,"GPT-3",0.643288403749466
321,2022040321,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Pick up food from a plate",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.60797244310379
322,2022040322,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Hold hair in place while braiding",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.752776607871056
323,2022040323,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Eat soup without making a mess",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.634200930595398
324,2022040324,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Dig in the dirt",2,3,2,NA,NA,NA,2,3,2,"GPT-3",0.649383902549744
325,2022040325,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Measure ingredients",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.752472743391991
326,2022040326,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","fork","Play the piano",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.851796597242355
